physical_cell,execution_count,cell_type,stage,classification,scientific_role,inputs,outputs,frozen_artifacts,output_blocks,source_lines,source_sha256,notes
433,58,code,Stage20,repair,"#!/usr/bin/env python3 """""" Stage20-1E1-V-PRE — Freeze Thursday validation-label source-ingestion erratum. This checkpoint is intentionally BEFORE any Thursday PCAP access or exact S4 join. It freezes a narrow source-specific interpretation of the pinned Thursday Morning parquet: - Physical parquet rows 170367..458968 are ALL-85-COLUMN NULL. - They form one contiguous EOF suffix of exactly 288602 rows. - 288602 exactly equals the full row count of the pinned Thursday Afternoon Infilteration parqu",stage20_1e1v_thursday_label_source_ingestion_erratum.json; STAGE20_1E1V_THURSDAY_LABEL_SOURCE_INGESTION_ERRATUM.md,\n,,3,487,ff95c3943a39eebad3294ab6dee0e9682bc0659ba46ea30a10d839d5df543e60,Physical 1-based order is canonical; execution_count is historical evidence only.
434,59,code,Stage20,repair,Stage20-1E1-V-R2 — MATERIALIZE + AUDIT THURSDAY VALIDATION COMPACT CORPUS | Parent: | e3de311ad54b82810d339aca54fa1b83664adb23 | Frozen science inherited from Stage20-1E0:,stage20_1e1m_monday_raw_source_release_receipt.json; stage20_1e1t_tuesday_raw_source_release_receipt.json; stage20_1e1w_wednesday_raw_source_release_receipt.json; stage20_1e1v_thursday_label_source_ingestion_erratum.json; Scapy 2.6.1 RawPcapReader/Ether/IP/TCP/UDP are required; stage20_development_sources/; stage20_1e1v_thursday_raw_source_release_receipt.json; STAGE20_1E1V_THURSDAY_RAW_SOURCE_RELEASE_RECEIPT.md; source-ingestion erratum: FROZEN PRE-PCAP/JOIN AND APPLIED,,,7,5678,d4c97d97743f20f7868218cc51d8f90018aea2c0210d2faa4fb2e529ea00b8d8,Physical 1-based order is canonical; execution_count is historical evidence only.
435,61,code,Stage20,recovery,"#!/usr/bin/env python3 """""" Stage20-1E2 — Train the single frozen Stage20MaskedCNNv1 for exactly 10 epochs. TRAIN ONLY: Monday + Tuesday + Wednesday compact corpora. NOT USED: Thursday validation corpus/data/labels/probabilities. Friday holdout in any form. Frozen Stage20-1E0 rules: - Stage20MaskedCNNv1, 93025 trainable parameters. - seed 42. - exactly 10 epochs; final model = epoch 10. - batch size 256. - drop_last = False. - virtual concatenation Monday -> Tuesday -> Wednesday. - epoch permutat",scripts/stage20_compact_corpus.py,\n,results/stage20_1e_training/stage20_1e0_architecture_training_protocol_lock.json; results/stage20_1e_training/stage20_1e1m_monday_compact_corpus_manifest.json; results/stage20_1e_training/stage20_1e1t_tuesday_compact_corpus_manifest.json; results/stage20_1e_training/stage20_1e1w_wednesday_compact_corpus_manifest.json; results/stage20_1e_training/stage20_1e1v_thursday_validation_compact_corpus_manifest.json,4,920,1ef6e77da9a0e0b568d9cfe13addbe174106840ffb8ddf15cdbdf9b2b9969770,Physical 1-based order is canonical; execution_count is historical evidence only.
436,63,code,Stage20,canonical,"import subprocess import sys from pathlib import Path PKG_DIR = Path(""/kaggle/working/stage20_diag_pkgs"") PKG_DIR.mkdir(parents=True, exist_ok=True) cmd = [ sys.executable, ""-m"", ""pip"", ""install"", ""--target"", str(PKG_DIR), ""--upgrade"", ""--no-cache-dir"", ""numpy==2.0.2"", ""pandas==2.2.3"", ""pyarrow==18.1.0"", ] r = subprocess.run( cmd, stdout=subprocess.PIPE, stderr=subprocess.STDOUT, text=True, ) print(r.stdout) print(""return code:"", r.returncode) if r.returncode != 0: raise RuntimeError(""Private pa",,,,1,30,3f3cdbd27bf500e9ad5a6e86746df89100ed601f6345b3d1725f0ee1c7d20c2d,Physical 1-based order is canonical; execution_count is historical evidence only.
437,64,code,Stage20,canonical,"import subprocess import sys import os PKG_DIR = ""/kaggle/working/stage20_diag_pkgs"" env = os.environ.copy() env[""PYTHONPATH""] = PKG_DIR test = subprocess.run( [ sys.executable, ""-S"", ""-c"", """""" import sys print(""sys.path:"") print(""\\n"".join(sys.path)) import numpy as np import pandas as pd import pyarrow as pa print(""\\nVERSIONS"") print(""numpy :"", np.__version__) print(""pandas:"", pd.__version__) print(""arrow :"", pa.__version__) print(""pandas file:"", pd.__file__) print(""arrow file :"", pa.__file__",,,,1,39,ff9f9f2d1361317242f25dcdab3a66b5c64671a10318b9b3a14dd7a20ba2a647,Physical 1-based order is canonical; execution_count is historical evidence only.
438,68,code,Stage20,canonical,"%%writefile /kaggle/working/stage20_thursday_mismatch_diagnostic.py from pathlib import Path import pandas as pd import numpy as np import json import re import hashlib WORK = Path(""/kaggle/working"") OUT_DIR = WORK / ""stage20_1e1_thursday_mismatch_diagnostic"" OUT_DIR.mkdir(parents=True, exist_ok=True) print(""Stage20 Thursday diagnostic script created."") print(""WORK:"", WORK) print(""OUT_DIR:"", OUT_DIR)",,,,1,15,05a6a102a66295da68e0ad66b3e6bb00e2080f2a07d06c6717847a82e805abfb,Physical 1-based order is canonical; execution_count is historical evidence only.
439,69,code,Stage20,canonical,"from pathlib import Path p = Path(""/kaggle/working/stage20_thursday_mismatch_diagnostic.py"") print(""exists:"", p.exists()) print(""size:"", p.stat().st_size if p.exists() else None) print(""path:"", p)",,,,1,6,8d293207120f3a5d7bf1b77e984692881e4d06003dbf37cf24e43f12098c5450,Physical 1-based order is canonical; execution_count is historical evidence only.
440,70,code,Stage20,canonical,CONFIG | Leave as None first. The script will try to discover Thursday files.,Could not discover both inputs. Edit RECON_PATH/PUBLISHED_PATH manually.; Any mechanism must be independently derived from source/history,column_mapping.csv,,1,811,a8aca24fb2fd95495034b836ea7a81ecf2840f28b7480bd84914b2256fbf2a88,Physical 1-based order is canonical; execution_count is historical evidence only.
441,71,code,Stage20,canonical,"from pathlib import Path p = Path(""/kaggle/working/stage20_thursday_mismatch_diagnostic.py"") print(""exists:"", p.exists()) print(""size:"", p.stat().st_size)",,,,1,6,c5507cc984bed2b3442af4995091261c920f937a18a1385ae53c817954c1f201,Physical 1-based order is canonical; execution_count is historical evidence only.
442,72,code,Stage20,canonical,"import subprocess import sys import os env = os.environ.copy() env[""PYTHONPATH""] = ""/kaggle/working/stage20_diag_pkgs"" result = subprocess.run( [ sys.executable, ""-S"", ""/kaggle/working/stage20_thursday_mismatch_diagnostic.py"", ], env=env, stdout=subprocess.PIPE, stderr=subprocess.STDOUT, text=True, ) print(result.stdout) print(""\nRETURN CODE:"", result.returncode)",,,,1,22,ebe9018853a03fe4a5c5f29f8375a3b2c5adf1adc714ccbd44f4f90a22018859,Physical 1-based order is canonical; execution_count is historical evidence only.
443,73,code,Stage20,canonical,"from pathlib import Path ROOTS = [ Path(""/kaggle/working""), Path(""/kaggle/input""), ] KEYWORDS = [ ""thursday"", ""workinghours"", ""iscx"", ""manifest"", ""material"", ""reconstruct"", ""label"", ""stage20"", ] EXTS = {"".parquet"", "".csv"", "".json"", "".npz""} hits = [] for root in ROOTS: if not root.exists(): continue for p in root.rglob(""*""): if not p.is_file(): continue if p.suffix.lower() not in EXTS: continue s = str(p).lower() score = sum(k in s for k in KEYWORDS) if score >= 2: hits.append( ( score, p.stat().",/kaggle/input,,,1,59,63a38a9fd92a3590d6a9c4f793d9c41b8dab7ce053e6563e4054cf9d98394580,Physical 1-based order is canonical; execution_count is historical evidence only.
444,74,code,Stage20,canonical,"from pathlib import Path import json import pprint paths = [ Path(""/kaggle/working/stage20_compact_corpus/Thursday/manifest.json""), Path(""/kaggle/working/ids2018-validation-safe-ablation/results/stage20_1e_training/stage20_1e1v_thursday_validation_compact_corpus_manifest.json""), ] for p in paths: print(""\n"" + ""="" * 100) print(p) print(""="" * 100) with open(p, ""r"", encoding=""utf-8"") as f: obj = json.load(f) pprint.pp(obj, width=140, sort_dicts=False)",,,results/stage20_1e_training/stage20_1e1v_thursday_validation_compact_corpus_manifest.json,1,18,ad30d60d3d677fa7a0181acdfdfe7430b358dd4bfa09bb3a318d90a316e4a074,Physical 1-based order is canonical; execution_count is historical evidence only.
445,75,code,Stage20,canonical,"from pathlib import Path root = Path(""/kaggle/working/stage20_compact_corpus/Thursday"") print(""Thursday directory:"", root) print() for p in sorted(root.rglob(""*"")): if p.is_file(): print( f""{p.stat().st_size / 1024**2:10.2f} MiB "" f""{p}"" )",,,,1,13,5673bed23f57d5aa1df12aaaa374e0ea51eb4d267f08b9a4c91168a0e122db3c,Physical 1-based order is canonical; execution_count is historical evidence only.
446,78,code,Stage20,canonical,"#!/usr/bin/env python3 """""" Stage20-1E2 CUDA compatibility diagnostic. READ-ONLY: - no repo modifications - no corpus reads - no model training - no optimizer construction - no Thursday/Friday data access Purpose: Identify whether the installed PyTorch CUDA build supports the Kaggle GPU's compute capability after Stage20-1E2 failed before model.to(cuda). """""" import os import platform import subprocess import sys print(""="" * 88) print(""Stage20-1E2 — CUDA COMPATIBILITY DIAGNOSTIC"") print(""="" * 88) ",,,,1,121,205f2274369f0a11678b0db74aa7222fdf43fcbcfdad88298732ae7f57824c8d,Physical 1-based order is canonical; execution_count is historical evidence only.
447,80,code,Stage20,canonical,"This is a new isolated package directory, NOT a venv.",https://download.pytorch.org/whl/cu126,,,3,77,866e558daf19dd8fd7c02f2463561d79956d2885f845594aa8b3d3eaf6c60057,Physical 1-based order is canonical; execution_count is historical evidence only.
448,81,code,Stage20,canonical,Decode exact frozen E2 worker.,,,,3,147,152be6513bbabcafaa8dd4a6d583c28b79bce6ff479b6a3e7f4bb30fe2d8c1e8,Physical 1-based order is canonical; execution_count is historical evidence only.
449,82,code,Stage20,canonical,"#!/usr/bin/env python3 import base64, hashlib, os, subprocess, sys, zlib from pathlib import Path TARGET = Path(""/kaggle/working/stage20_torch_cu126_target"") WORKER = Path(""/kaggle/working/stage20_1e3_isolated_worker.py"") EXPECTED_WORKER_SHA256 = ""b0f0d6c0dbe2a49791902e45aba2fa24be1d0ea34c2fc193bd70496363dda83d"" assert TARGET.is_dir(), TARGET payload = """"""eNrtPO1y20iO//UUvZy6WymRZYr6sKRbT5Uiy4luHEkly5mZ9bk4/GhaTCSSS1KZeFLeuoe4J7wnOaA/yCZF2Z7MXtVd1WZ3EpINoNFoNIBuoPXdn073SXxq+8EpDT6T6CHdhEGnpmla7T",,,,7,55,fd494e8cbfec58dd0bd8f6a288bfe6c097d004e462e21262a1be938c16484a99,Physical 1-based order is canonical; execution_count is historical evidence only.
450,84,code,Stage20,canonical,"#!/usr/bin/env python3 """""" Stage20-1E3 post-failure state diagnostic. STRICTLY READ-ONLY. Does NOT: - import torch - load the model - open/reconstruct Thursday compact corpus - read Thursday labels.npy / encoded bytes / packet lengths - compute probabilities - select thresholds - access Friday - modify git/repo files Purpose: Determine how far the failed E3 worker got after the PRE semantics lock was successfully committed. """""" from __future__ import annotations import hashlib import json import",,before failure. Use the original worker traceback/progress output to locate the exact,results/stage20_1e_training/stage20_1e3_validation_execution_semantics_lock.json; docs/STAGE20_1E3_VALIDATION_EXECUTION_SEMANTICS_LOCK.md; results/stage20_1e_training/stage20_1e3_thursday_probabilities.npy; results/stage20_1e_training/stage20_1e3_thursday_validation_evaluation.json; docs/STAGE20_1E3_THURSDAY_VALIDATION_EVALUATION.md; results/stage20_1e_training/,1,173,2e21ae3003d6f7c8dcaabbc6b3da693f92c13b3dba477403700192616dab0387,Physical 1-based order is canonical; execution_count is historical evidence only.
451,85,code,Stage20,recovery,"#!/usr/bin/env python3 """""" Stage20-1E3 durability recovery. IMPORTANT: This script DOES NOT run Thursday model inference and DOES NOT recompute probabilities, metrics, or thresholds. It only: 1. requires the already-remote-verified E3-PRE commit as HEAD; 2. verifies the already-existing local E3 outputs byte-for-byte against the hashes captured immediately after the failed durability gate; 3. checks the existing evaluation JSON is internally consistent with the frozen PRE lock and probability ha",,,results/stage20_1e_training/; docs/STAGE20_1E3_THURSDAY_VALIDATION_EVALUATION.md,2,395,16bcd02a018b29c4037767bbdb53e9c1811394a1ca8e851fef5153f5cc5d7372,Physical 1-based order is canonical; execution_count is historical evidence only.
452,86,code,Stage20,recovery,"#!/usr/bin/env python3 """""" Stage20-1E3 durability recovery R2. NO model inference. NO probability recomputation. NO metric recomputation. NO threshold reselection. NO Friday access. R2 fixes only the recovery check that incorrectly expected evaluation[""threshold_grid""][""exact_generation""] to exist. The frozen grid-generation semantics are verified from the already-committed E3-PRE lock. The existing evaluation JSON is then checked to contain exactly 91 persisted threshold records corresponding t",,,results/stage20_1e_training/; docs/STAGE20_1E3_THURSDAY_VALIDATION_EVALUATION.md,2,468,76ee00693d798b52a9f92ef6bb5123b6346226c958837683c2e1a143847496d2,Physical 1-based order is canonical; execution_count is historical evidence only.
453,87,code,Stage20,recovery,"#!/usr/bin/env python3 """""" Stage20-1E3 durability recovery R3. This script performs NO scientific computation. It does NOT: - import torch - load the model - open/reconstruct the Thursday compact corpus - run model inference - recompute probabilities - recompute ROC/PR metrics - recompute threshold metrics - reselect thresholds - retrain - access Friday It ONLY verifies the already-existing E3 artifacts by their exact captured hashes/sizes and minimal schema facts, force-stages the ignored .npy,",,,results/stage20_1e_training/; docs/STAGE20_1E3_THURSDAY_VALIDATION_EVALUATION.md,2,485,f3cb7d2b0e3cee1b1b67cf7276e0540051b34bd9e7b8c12d036394df9ff11884,Physical 1-based order is canonical; execution_count is historical evidence only.
454,88,code,Stage20,recovery,"#!/usr/bin/env python3 """""" Stage20-1E3 durability recovery R4 — MINIMAL / HASH-ONLY. PURPOSE ------- Persist the already-created Stage20-1E3 artifacts after the original worker completed Thursday inference/evaluation but failed only because *.npy is ignored. SCIENTIFIC COMPUTATION IN THIS SCRIPT ------------------------------------- NONE. This script does NOT: - import torch - load the CNN - open/reconstruct the Thursday compact corpus - run Thursday inference - recompute probabilities - parse/r",,,results/stage20_1e_training/; docs/STAGE20_1E3_THURSDAY_VALIDATION_EVALUATION.md,3,386,74ed176971dbd4e3410a292b83e71087ccd5b1dda95b62959c1d8e399e0a90a7,Physical 1-based order is canonical; execution_count is historical evidence only.
455,89,code,Stage20,canonical,"#!/usr/bin/env python3 """"""Stage20-1E4 final Friday holdout launcher. No notebook restart required."""""" import base64, hashlib, os, subprocess, sys, zlib from pathlib import Path TARGET=Path('/kaggle/working/stage20_torch_cu126_target') WORKER=Path('/kaggle/working/stage20_1e4_friday_final_holdout_worker.py') EXPECTED_WORKER_SHA256='b37b9532b647103fbc80b5a98e97205f61c8b738865551db85761f9bd3b30a24' assert TARGET.is_dir(), TARGET worker_bytes=zlib.decompress(base64.b64decode(""""""eNrtvWt34siyIPqdX6HjX",,,,7,67,6afc62c8a221195545142d367f839a90ae4f2dcfafd88537f31305a12ffdc4e9,Physical 1-based order is canonical; execution_count is historical evidence only.
456,90,code,Stage20,canonical,"Exact pinned sizes only. We inspect stat().st_size, never file contents.","stage20_1e4_friday_raw_source_release_receipt.json; STAGE20_1E4_FRIDAY_RAW_SOURCE_RELEASE_RECEIPT.md; Pinned Friday source-sized cache objects exist, but no final corpus/result artifacts.; Friday sources were at least materialized/downloaded; do not assume unopened.; model loaded/inference: NO",,,1,259,c706a55347ec5f5cc766403a74f342afa1918329e780a7b47571b29e5291ed27,Physical 1-based order is canonical; execution_count is historical evidence only.
457,91,code,Stage20,canonical,"#!/usr/bin/env python3 """""" Stage20 E4 workspace size inventory — metadata only. Reads filesystem metadata (stat sizes) only. Does NOT read any file contents. Does NOT delete or modify anything. Does NOT open Friday scientific sources/corpus. """""" from __future__ import annotations import os import shutil from pathlib import Path ROOT = Path(""/kaggle/working"") PROTECTED = { ""/kaggle/working/ids2018-validation-safe-ablation"", ""/kaggle/working/stage20_torch_cu126_target"", } KNOWN_RELEASEABLE = { ""/k",,,,1,116,ef6fcd83c907af3522d6242877f78c22ce17ffe4b1285fbbdece97d1a5fb1c72,Physical 1-based order is canonical; execution_count is historical evidence only.
458,92,code,Stage20,canonical,"#!/usr/bin/env python3 """""" Stage20 E4 protected-path subdirectory inventory — metadata only. NO file contents are read. NO files are deleted or modified. NO Friday scientific sources/corpus are opened. """""" from __future__ import annotations import os from pathlib import Path TARGETS = [ Path(""/kaggle/working/stage20_torch_cu126_target""), Path(""/kaggle/working/ids2018-validation-safe-ablation""), ] def apparent_size(path: Path): total = 0 files = 0 if path.is_file() or path.is_symlink(): try: retu",,,,1,74,05e84b590fae7d0ba096319f67a0bf10eb08a39dd74d350686c1ee3628f4caa8,Physical 1-based order is canonical; execution_count is historical evidence only.
459,93,code,Stage20,canonical,"#!/usr/bin/env python3 from __future__ import annotations import hashlib import os import shutil import subprocess import sys from pathlib import Path REPO = Path(""/kaggle/working/ids2018-validation-safe-ablation"") EXPECTED_HEAD = ""df6a13158651c2b5e7d1f69b7341ac15af01394e"" PRELOCK = REPO / ( ""results/stage20_1e_training/"" ""stage20_1e4_friday_holdout_execution_lock.json"" ) PRELOCK_SHA256 = ""5050a61c9c69c70c66aa10e7c84dc0aaebf1a1f7925a274d7b8f5f186a22c7ef"" REQUIRED_FREE = 14_092_833_283 CORPUS_ROO",results/stage20_1e_training/stage20_1e4_friday_raw_source_release_receipt.json; docs/STAGE20_1E4_FRIDAY_RAW_SOURCE_RELEASE_RECEIPT.md; /kaggle/working/stage20_development_sources; Pinned Friday source-sized cache object exists; refusing cleanup/resume assumption; Friday downloaded/read:,,results/stage20_1e_training/; results/stage20_1e_training/stage20_1e4_friday_holdout_compact_corpus_manifest.json; results/stage20_1e_training/stage20_1e4_friday_probabilities.npy; results/stage20_1e_training/stage20_1e4_friday_holdout_evaluation.json; docs/STAGE20_1E4_FRIDAY_HOLDOUT_EVALUATION.md; results/stage20_1e_training/stage20_1e4_friday_raw_source_release_receipt.json; docs/STAGE20_1E4_FRIDAY_RAW_SOURCE_RELEASE_RECEIPT.md,2,267,32f43f4e494f13bb2a77abd5b5d9fdce60baee03df1a5954f062b2bac890010a,Physical 1-based order is canonical; execution_count is historical evidence only.
